transaction_id,investor_id,transaction_date_id,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
18720,INV002371,20241021,101207,SIP,5338.0,Haryana,Faridabad,B30,26-35,Female,20.9,Net Banking,Verified
18721,INV000093,20241021,100016,SIP,29338.0,Maharashtra,Mumbai,T30,36-45,Female,59.0,Cheque,Verified
18722,INV000765,20241021,120844,Lumpsum,201371.0,Telangana,Hyderabad,T30,18-25,Male,4.6,Net Banking,Verified
18723,INV003732,20241021,125497,SIP,43257.0,West Bengal,Kolkata,T30,36-45,Male,56.1,UPI,Verified
18724,INV001186,20241021,118636,Lumpsum,226485.0,Maharashtra,Pune,T30,26-35,Male,19.8,Cheque,Verified
18725,INV004496,20241021,100025,SIP,2917.0,Madhya Pradesh,Indore,T30,18-25,Female,6.3,Net Banking,Verified
18726,INV002374,20241021,119093,SIP,7851.0,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,UPI,Verified
18727,INV003340,20241021,119598,Lumpsum,69076.0,Madhya Pradesh,Indore,T30,26-35,Male,22.5,UPI,Verified
18728,INV004990,20241021,102886,SIP,10979.0,Maharashtra,Nashik,B30,26-35,Female,9.5,UPI,Verified
18729,INV002348,20241021,119093,Lumpsum,108182.0,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Mandate,Verified
18730,INV001099,20241021,101206,SIP,48590.0,Haryana,Gurugram,T30,26-35,Female,18.9,Net Banking,Verified
18731,INV004955,20241021,100033,SIP,5837.0,Madhya Pradesh,Bhopal,B30,46-55,Male,63.3,Net Banking,Pending
18732,INV001131,20241021,119094,Redemption,137631.0,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Net Banking,Pending
18733,INV002688,20241021,148567,Lumpsum,233361.0,Uttar Pradesh,Lucknow,T30,26-35,Male,23.5,Mandate,Verified
18734,INV002453,20241021,119095,SIP,51525.0,Gujarat,Surat,T30,26-35,Female,16.1,Cheque,Verified
18735,INV003351,20241021,120841,SIP,29041.0,Delhi,New Delhi,T30,26-35,Male,9.5,Net Banking,Verified
18736,INV001936,20241021,148568,SIP,2023.0,West Bengal,Kolkata,T30,36-45,Female,42.7,Mandate,Verified
18737,INV003957,20241021,119598,SIP,6605.0,Delhi,Noida,T30,36-45,Male,30.9,Net Banking,Verified
18738,INV003765,20241021,102887,Lumpsum,426961.0,Uttar Pradesh,Kanpur,B30,26-35,Male,11.1,Cheque,Verified
18739,INV004642,20241021,118634,SIP,8436.0,Uttar Pradesh,Kanpur,B30,46-55,Male,31.9,UPI,Verified
18740,INV004448,20241021,118635,SIP,11597.0,Karnataka,Mysore,B30,26-35,Male,20.3,Cheque,Verified
18741,INV004880,20241021,118636,SIP,2346.0,Punjab,Chandigarh,T30,26-35,Male,6.3,Cheque,Verified
18742,INV004443,20241021,120505,SIP,4725.0,Maharashtra,Nashik,B30,26-35,Female,13.0,Net Banking,Verified
18743,INV000246,20241021,101206,SIP,2601.0,Tamil Nadu,Chennai,T30,26-35,Male,19.7,Net Banking,Verified
18744,INV004828,20241021,101206,SIP,514.0,Gujarat,Surat,T30,56+,Female,58.3,Mandate,Verified
18745,INV000785,20241021,119551,SIP,5079.0,Tamil Nadu,Chennai,T30,36-45,Male,31.1,Net Banking,Verified
18746,INV003015,20241021,120505,SIP,8952.0,Madhya Pradesh,Indore,T30,18-25,Male,4.4,Mandate,Verified
18747,INV003883,20241021,148569,SIP,40631.0,West Bengal,Kolkata,T30,26-35,Male,6.7,Net Banking,Verified
18748,INV003301,20241021,119552,SIP,59834.0,Rajasthan,Udaipur,B30,26-35,Male,14.2,UPI,Verified
18749,INV002304,20241021,149324,SIP,442.0,Karnataka,Mysore,B30,46-55,Male,57.7,UPI,Pending
18750,INV000027,20241021,148568,Redemption,459439.0,Punjab,Chandigarh,T30,26-35,Male,20.7,UPI,Verified
18751,INV002851,20241021,100016,SIP,16264.0,Tamil Nadu,Coimbatore,B30,26-35,Male,16.0,Net Banking,Verified
18752,INV001891,20241021,118634,SIP,516.0,West Bengal,Kolkata,T30,26-35,Male,22.2,Mandate,Verified
18753,INV004876,20241021,120844,Lumpsum,76308.0,Karnataka,Bangalore,T30,18-25,Male,7.1,Net Banking,Verified
18754,INV004797,20241021,120507,SIP,9385.0,Gujarat,Ahmedabad,T30,56+,Male,18.9,Mandate,Verified
18755,INV003781,20241021,119095,Lumpsum,226774.0,Tamil Nadu,Coimbatore,B30,26-35,Male,15.8,Mandate,Verified
18756,INV002585,20241021,101206,Lumpsum,200064.0,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,UPI,Verified
18757,INV000190,20241021,120506,SIP,3247.0,Madhya Pradesh,Indore,T30,26-35,Female,8.2,UPI,Verified
18758,INV003740,20241021,101207,Redemption,142330.0,Karnataka,Bangalore,T30,56+,Female,16.2,Mandate,Verified
18759,INV004872,20241021,101207,SIP,1808.0,West Bengal,Kolkata,T30,26-35,Male,13.8,UPI,Verified
18760,INV002908,20241021,120842,SIP,863.0,Maharashtra,Nashik,B30,36-45,Female,28.9,Cheque,Verified
18761,INV002250,20241021,118633,SIP,5747.0,Telangana,Hyderabad,T30,36-45,Male,20.4,Net Banking,Verified
18762,INV001504,20241021,119092,SIP,16426.0,Haryana,Faridabad,B30,36-45,Male,25.5,Net Banking,Verified
18763,INV004301,20241021,120843,SIP,4805.0,Haryana,Faridabad,B30,18-25,Male,6.2,UPI,Verified
18764,INV002329,20241021,101208,SIP,9405.0,Madhya Pradesh,Indore,T30,56+,Male,51.2,Net Banking,Verified
18765,INV004823,20241021,149322,Lumpsum,233324.0,Rajasthan,Jaipur,T30,36-45,Female,52.6,Cheque,Verified
18766,INV002582,20241022,118632,SIP,1168.0,Telangana,Hyderabad,T30,26-35,Female,11.1,Net Banking,Pending
18767,INV002316,20241022,101206,Redemption,374158.0,Punjab,Amritsar,B30,26-35,Male,16.7,Net Banking,Verified
18768,INV000719,20241022,125497,SIP,496.0,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Mandate,Verified
18769,INV003020,20241022,125497,SIP,2007.0,Delhi,Gurugram,T30,56+,Male,77.6,Mandate,Pending
18770,INV003002,20241022,118634,Lumpsum,81731.0,Maharashtra,Pune,T30,26-35,Male,17.0,Cheque,Verified
18771,INV002808,20241022,149322,SIP,402.0,Uttar Pradesh,Agra,B30,26-35,Male,24.1,Mandate,Verified
18772,INV003464,20241022,118634,SIP,59105.0,Uttar Pradesh,Kanpur,B30,18-25,Male,3.0,Mandate,Verified
18773,INV000527,20241022,120844,SIP,50239.0,Telangana,Hyderabad,T30,26-35,Male,12.1,Cheque,Verified
18774,INV001517,20241022,119092,Lumpsum,79576.0,Karnataka,Mysore,B30,36-45,Female,23.5,Cheque,Verified
18775,INV003936,20241022,119093,SIP,2172.0,Punjab,Chandigarh,T30,36-45,Male,19.8,Mandate,Verified
18776,INV003244,20241022,125497,SIP,2471.0,Telangana,Hyderabad,T30,26-35,Female,21.1,UPI,Verified
18777,INV003247,20241022,118635,SIP,5311.0,Madhya Pradesh,Indore,T30,46-55,Female,93.1,Mandate,Verified
18778,INV003745,20241022,101206,Redemption,468154.0,West Bengal,Kolkata,T30,36-45,Male,17.8,Mandate,Verified
18779,INV002422,20241022,102887,SIP,2975.0,Tamil Nadu,Chennai,T30,36-45,Male,20.5,Mandate,Verified
18780,INV002335,20241022,119093,Redemption,281628.0,Punjab,Amritsar,B30,26-35,Male,19.3,UPI,Verified
18781,INV000576,20241022,119551,SIP,1878.0,Delhi,New Delhi,T30,46-55,Male,79.7,Cheque,Verified
18782,INV000890,20241022,118634,Redemption,27507.0,Karnataka,Bangalore,T30,26-35,Male,13.5,Cheque,Verified
18783,INV000453,20241022,120506,Lumpsum,492641.0,Rajasthan,Udaipur,B30,46-55,Male,40.4,Mandate,Verified
18784,INV003580,20241022,148567,Lumpsum,398864.0,Gujarat,Ahmedabad,T30,26-35,Male,22.5,Cheque,Verified
18785,INV002764,20241022,149322,SIP,11083.0,Madhya Pradesh,Bhopal,B30,36-45,Male,40.8,UPI,Verified
18786,INV000040,20241022,120507,SIP,2669.0,Karnataka,Mysore,B30,26-35,Male,14.7,Net Banking,Verified
18787,INV000961,20241022,120503,Lumpsum,523680.0,Rajasthan,Udaipur,B30,36-45,Male,17.2,UPI,Verified
18788,INV004967,20241022,102886,Lumpsum,411398.0,Telangana,Hyderabad,T30,26-35,Male,14.3,Net Banking,Verified
18789,INV002645,20241022,120844,SIP,425.0,Haryana,Gurugram,T30,46-55,Female,67.7,UPI,Verified
18790,INV003453,20241022,119095,Lumpsum,372862.0,Punjab,Chandigarh,T30,36-45,Male,56.3,Cheque,Verified
18791,INV003911,20241022,102885,Lumpsum,345626.0,Telangana,Hyderabad,T30,36-45,Male,21.5,Cheque,Verified
18792,INV001444,20241022,149322,SIP,8253.0,Rajasthan,Jaipur,T30,36-45,Male,36.8,Mandate,Verified
18793,INV004629,20241022,102885,Redemption,269801.0,Karnataka,Bangalore,T30,18-25,Female,4.9,Net Banking,Verified
18794,INV004612,20241022,102886,SIP,898.0,Tamil Nadu,Coimbatore,B30,26-35,Female,8.6,Net Banking,Verified
18795,INV003973,20241022,125498,SIP,1195.0,Rajasthan,Jaipur,T30,26-35,Male,11.4,UPI,Verified
18796,INV002187,20241022,119093,Lumpsum,46784.0,Tamil Nadu,Chennai,T30,36-45,Male,15.0,Mandate,Pending
18797,INV002576,20241022,120503,SIP,3416.0,Telangana,Hyderabad,T30,26-35,Male,20.3,Net Banking,Verified
18798,INV004933,20241022,120842,Lumpsum,108212.0,Karnataka,Bangalore,T30,46-55,Female,65.3,Net Banking,Verified
18799,INV004304,20241022,119094,Lumpsum,150897.0,Haryana,Gurugram,T30,18-25,Male,5.5,UPI,Verified
18800,INV003296,20241022,119095,Lumpsum,109044.0,Haryana,Gurugram,T30,26-35,Female,11.3,Mandate,Verified
18801,INV002752,20241022,101207,Lumpsum,306106.0,Rajasthan,Udaipur,B30,26-35,Male,20.1,Net Banking,Verified
18802,INV002979,20241022,118633,Lumpsum,432734.0,Punjab,Chandigarh,T30,36-45,Female,56.2,Mandate,Verified
18803,INV002229,20241022,118636,SIP,56009.0,Rajasthan,Jaipur,T30,36-45,Male,24.6,Cheque,Pending
18804,INV000217,20241022,148567,SIP,7040.0,Tamil Nadu,Chennai,T30,56+,Male,50.1,Net Banking,Verified
18805,INV004701,20241022,120503,Lumpsum,373324.0,Haryana,Gurugram,T30,26-35,Male,7.3,UPI,Verified
18806,INV000376,20241022,118636,SIP,6910.0,Tamil Nadu,Chennai,T30,18-25,Male,3.0,Mandate,Verified
18807,INV000690,20241022,148569,SIP,23324.0,Delhi,Gurugram,T30,46-55,Male,98.7,Net Banking,Verified
18808,INV002259,20241022,100025,SIP,58841.0,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Net Banking,Verified
18809,INV003025,20241022,118632,SIP,14389.0,Gujarat,Surat,T30,26-35,Female,11.9,UPI,Verified
18810,INV004690,20241022,120842,SIP,2666.0,Telangana,Hyderabad,T30,26-35,Female,16.2,Net Banking,Verified
18811,INV003883,20241022,125498,Lumpsum,42850.0,West Bengal,Kolkata,T30,26-35,Male,6.7,UPI,Verified
18812,INV003558,20241022,119551,SIP,8214.0,Uttar Pradesh,Lucknow,T30,18-25,Male,6.1,Cheque,Verified
18813,INV004369,20241022,119095,SIP,40651.0,West Bengal,Kolkata,T30,26-35,Male,16.8,Net Banking,Verified
18814,INV003031,20241022,120844,Redemption,21469.0,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,Verified
18815,INV000155,20241022,119551,SIP,7574.0,Madhya Pradesh,Bhopal,B30,26-35,Female,17.4,Cheque,Verified
18816,INV004911,20241022,119599,Redemption,250120.0,West Bengal,Kolkata,T30,26-35,Female,9.4,UPI,Verified
18817,INV002468,20241022,119599,SIP,10874.0,West Bengal,Kolkata,T30,46-55,Male,48.8,UPI,Verified
18818,INV004722,20241022,101206,Redemption,120260.0,Haryana,Faridabad,B30,36-45,Female,29.7,UPI,Pending
18819,INV004443,20241022,120844,SIP,2692.0,Maharashtra,Nashik,B30,26-35,Female,13.0,Mandate,Pending
18820,INV000673,20241022,120842,SIP,17560.0,Maharashtra,Nashik,B30,36-45,Male,47.4,Cheque,Pending
18821,INV004014,20241022,149322,SIP,2689.0,Telangana,Hyderabad,T30,56+,Female,27.2,Net Banking,Verified
18822,INV000915,20241022,120841,Redemption,59796.0,West Bengal,Kolkata,T30,36-45,Male,55.9,Mandate,Verified
18823,INV004444,20241022,120503,Lumpsum,493747.0,Tamil Nadu,Chennai,T30,56+,Female,19.8,Cheque,Verified
18824,INV000765,20241022,118634,Redemption,490117.0,Telangana,Hyderabad,T30,18-25,Male,4.6,UPI,Verified
18825,INV001480,20241022,119094,SIP,2597.0,West Bengal,Kolkata,T30,18-25,Male,3.1,Mandate,Verified
18826,INV001513,20241022,120503,Redemption,218976.0,Madhya Pradesh,Indore,T30,18-25,Male,5.4,UPI,Verified
18827,INV004133,20241022,125498,SIP,918.0,Maharashtra,Nashik,B30,36-45,Male,41.6,UPI,Verified
18828,INV000267,20241022,118633,Lumpsum,449497.0,Telangana,Hyderabad,T30,26-35,Male,17.7,Net Banking,Verified
18829,INV002069,20241022,118634,SIP,1075.0,West Bengal,Kolkata,T30,46-55,Male,59.0,UPI,Verified
18830,INV000977,20241023,100016,Lumpsum,457053.0,Karnataka,Mysore,B30,56+,Male,22.5,Net Banking,Verified
18831,INV002853,20241023,119095,Lumpsum,24812.0,Gujarat,Ahmedabad,T30,26-35,Male,24.9,Net Banking,Verified
18832,INV003458,20241023,101206,Redemption,364339.0,Gujarat,Surat,T30,36-45,Male,21.3,Mandate,Verified
18833,INV004594,20241023,102886,SIP,29530.0,Haryana,Gurugram,T30,26-35,Female,9.8,Net Banking,Verified
18834,INV004289,20241023,101207,SIP,514.0,Karnataka,Bangalore,T30,26-35,Male,14.8,UPI,Verified
18835,INV003834,20241023,148567,Lumpsum,84945.0,Madhya Pradesh,Bhopal,B30,36-45,Male,25.1,Cheque,Pending
18836,INV000023,20241023,119094,Lumpsum,20861.0,West Bengal,Kolkata,T30,46-55,Female,61.9,Mandate,Verified
18837,INV002185,20241023,118635,Lumpsum,360408.0,Punjab,Chandigarh,T30,26-35,Male,21.0,Cheque,Verified
18838,INV000101,20241023,120842,SIP,11041.0,Madhya Pradesh,Indore,T30,26-35,Male,20.8,Net Banking,Verified
18839,INV004281,20241023,118633,SIP,28258.0,Rajasthan,Jaipur,T30,26-35,Female,15.9,Mandate,Verified
18840,INV000703,20241023,120843,SIP,4783.0,Delhi,New Delhi,T30,26-35,Male,15.4,Net Banking,Verified
18841,INV001550,20241023,119599,Redemption,73768.0,Punjab,Chandigarh,T30,18-25,Male,4.1,Mandate,Verified
18842,INV001009,20241023,149323,Redemption,171984.0,Punjab,Chandigarh,T30,26-35,Male,21.2,Net Banking,Verified
18843,INV004391,20241023,120507,Lumpsum,463736.0,Maharashtra,Mumbai,T30,26-35,Female,23.3,UPI,Verified
18844,INV004680,20241023,100033,SIP,454.0,Punjab,Chandigarh,T30,36-45,Male,26.8,Cheque,Verified
18845,INV004833,20241023,125498,Redemption,25575.0,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,Verified
18846,INV000969,20241023,119551,Lumpsum,173643.0,Uttar Pradesh,Lucknow,T30,18-25,Male,6.2,Net Banking,Verified
18847,INV001636,20241023,120505,SIP,3542.0,Rajasthan,Udaipur,B30,18-25,Male,6.0,Mandate,Verified
18848,INV003573,20241023,120842,Lumpsum,238026.0,Gujarat,Surat,T30,36-45,Male,51.8,Cheque,Verified
18849,INV000966,20241023,119095,Redemption,154094.0,Telangana,Hyderabad,T30,26-35,Male,22.8,Net Banking,Verified
18850,INV004121,20241023,119599,SIP,2627.0,West Bengal,Kolkata,T30,26-35,Female,22.3,Cheque,Verified
18851,INV000256,20241023,119120,Redemption,371662.0,Delhi,New Delhi,T30,36-45,Male,14.0,Net Banking,Verified
18852,INV000426,20241023,119093,SIP,579.0,West Bengal,Kolkata,T30,18-25,Male,3.6,Mandate,Verified
18853,INV000329,20241023,100016,SIP,2897.0,Tamil Nadu,Chennai,T30,18-25,Male,6.5,Mandate,Verified
18854,INV003495,20241023,120844,SIP,3390.0,West Bengal,Kolkata,T30,26-35,Female,22.9,UPI,Verified
18855,INV000646,20241023,148567,Lumpsum,557535.0,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,Net Banking,Verified
18856,INV000196,20241023,149323,SIP,444.0,Tamil Nadu,Chennai,T30,26-35,Male,17.9,Mandate,Verified
18857,INV002249,20241023,100016,Redemption,412161.0,Karnataka,Bangalore,T30,36-45,Male,19.6,Mandate,Verified
18858,INV003428,20241023,148567,SIP,14594.0,Tamil Nadu,Coimbatore,B30,26-35,Female,22.8,Net Banking,Verified
18859,INV001986,20241023,120843,SIP,5524.0,Madhya Pradesh,Indore,T30,36-45,Female,17.4,Net Banking,Verified
18860,INV000192,20241023,100025,SIP,2018.0,Haryana,Faridabad,B30,26-35,Male,24.4,Net Banking,Verified
18861,INV004913,20241023,118633,SIP,471.0,Rajasthan,Udaipur,B30,26-35,Male,8.6,Mandate,Verified
18862,INV004540,20241023,118636,Redemption,465816.0,Punjab,Chandigarh,T30,36-45,Male,48.9,Mandate,Verified
18863,INV002082,20241023,125498,SIP,7300.0,Telangana,Hyderabad,T30,36-45,Male,59.5,Cheque,Verified
18864,INV003675,20241023,119092,Lumpsum,260197.0,West Bengal,Kolkata,T30,56+,Male,63.9,Net Banking,Verified
18865,INV003117,20241023,100025,Lumpsum,519132.0,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Net Banking,Verified
18866,INV003382,20241023,118632,SIP,3195.0,Karnataka,Bangalore,T30,26-35,Male,19.8,Net Banking,Verified
18867,INV001055,20241023,148569,SIP,11866.0,Haryana,Gurugram,T30,26-35,Female,17.6,Mandate,Verified
18868,INV004996,20241023,118635,SIP,1868.0,Delhi,New Delhi,T30,46-55,Male,87.8,Mandate,Verified
18869,INV002523,20241023,118636,Redemption,225978.0,Telangana,Hyderabad,T30,46-55,Female,57.2,UPI,Verified
18870,INV000587,20241023,120506,SIP,2039.0,Punjab,Chandigarh,T30,26-35,Male,15.5,Mandate,Verified
18871,INV004233,20241023,148569,Redemption,353849.0,Maharashtra,Nashik,B30,26-35,Female,8.7,Net Banking,Verified
18872,INV003666,20241023,120506,SIP,3209.0,Gujarat,Surat,T30,18-25,Male,4.3,Mandate,Verified
18873,INV002745,20241023,100016,SIP,8676.0,Uttar Pradesh,Agra,B30,18-25,Male,7.6,Mandate,Verified
18874,INV002964,20241023,120844,Lumpsum,313290.0,Rajasthan,Udaipur,B30,46-55,Male,84.1,UPI,Pending
18875,INV000318,20241023,119095,SIP,16018.0,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,UPI,Pending
18876,INV004156,20241023,118635,SIP,2543.0,Tamil Nadu,Chennai,T30,46-55,Female,91.4,UPI,Verified
18877,INV002397,20241023,118633,Lumpsum,450143.0,Tamil Nadu,Coimbatore,B30,26-35,Male,20.2,Mandate,Verified
18878,INV004102,20241023,148567,SIP,26622.0,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Cheque,Pending
18879,INV000912,20241023,120506,SIP,10763.0,Haryana,Faridabad,B30,36-45,Male,26.7,Cheque,Verified
18880,INV002824,20241023,101206,SIP,7899.0,Rajasthan,Jaipur,T30,56+,Male,42.5,Cheque,Verified
18881,INV003065,20241023,119599,SIP,2181.0,Uttar Pradesh,Kanpur,B30,46-55,Male,27.9,Cheque,Verified
18882,INV001554,20241023,120503,SIP,53447.0,West Bengal,Kolkata,T30,18-25,Female,7.2,Cheque,Verified
18883,INV001065,20241023,120506,Lumpsum,155124.0,Haryana,Gurugram,T30,56+,Female,37.2,Mandate,Verified
18884,INV000364,20241023,119551,Lumpsum,380311.0,Delhi,Noida,T30,26-35,Male,9.1,Mandate,Verified
18885,INV001510,20241023,101208,Lumpsum,409510.0,Gujarat,Surat,T30,26-35,Male,15.4,UPI,Verified
18886,INV000715,20241023,120503,Redemption,283365.0,Uttar Pradesh,Agra,B30,26-35,Male,24.2,Cheque,Verified
18887,INV004455,20241023,120843,SIP,3242.0,Telangana,Hyderabad,T30,18-25,Female,3.5,Cheque,Verified
18888,INV001640,20241023,119551,SIP,59135.0,Rajasthan,Jaipur,T30,36-45,Female,52.6,UPI,Verified
18889,INV002294,20241023,120504,SIP,453.0,Haryana,Gurugram,T30,26-35,Male,22.3,Cheque,Verified
18890,INV002970,20241023,118632,Redemption,212034.0,Telangana,Hyderabad,T30,26-35,Female,12.4,Mandate,Verified
18891,INV001308,20241024,118634,Redemption,253800.0,Rajasthan,Jaipur,T30,36-45,Male,19.3,Mandate,Verified
18892,INV002724,20241024,100025,Lumpsum,416974.0,Rajasthan,Udaipur,B30,36-45,Male,26.3,Cheque,Verified
18893,INV002434,20241024,102887,Redemption,341983.0,Uttar Pradesh,Agra,B30,26-35,Male,13.8,Net Banking,Verified
18894,INV000491,20241024,101207,SIP,14825.0,Madhya Pradesh,Indore,T30,56+,Male,58.2,Net Banking,Verified
18895,INV002924,20241024,148568,SIP,7198.0,Tamil Nadu,Chennai,T30,26-35,Female,14.5,Mandate,Pending
18896,INV002838,20241024,120505,Lumpsum,119675.0,West Bengal,Kolkata,T30,56+,Female,71.9,Net Banking,Verified
18897,INV000748,20241024,118632,Lumpsum,446520.0,Uttar Pradesh,Agra,B30,26-35,Male,18.7,UPI,Verified
18898,INV002277,20241024,100016,Redemption,214379.0,Haryana,Gurugram,T30,26-35,Female,10.3,Cheque,Verified
18899,INV003951,20241024,119120,Lumpsum,278002.0,Uttar Pradesh,Lucknow,T30,18-25,Male,7.8,UPI,Verified
18900,INV003588,20241024,102885,SIP,13286.0,Gujarat,Ahmedabad,T30,36-45,Female,29.3,Mandate,Verified
18901,INV001321,20241024,101208,SIP,8380.0,Telangana,Hyderabad,T30,46-55,Male,74.1,Mandate,Pending
18902,INV002865,20241024,119598,SIP,40254.0,Maharashtra,Pune,T30,18-25,Male,3.3,Net Banking,Verified
18903,INV002782,20241024,118632,SIP,1113.0,Punjab,Chandigarh,T30,18-25,Male,3.7,Mandate,Verified
18904,INV000129,20241024,119095,Redemption,449145.0,Punjab,Amritsar,B30,26-35,Female,21.4,UPI,Verified
18905,INV002793,20241024,119552,SIP,2868.0,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Cheque,Verified
18906,INV003214,20241024,118634,SIP,12239.0,Punjab,Chandigarh,T30,36-45,Male,18.2,Cheque,Verified
18907,INV000930,20241024,119095,SIP,2414.0,Rajasthan,Udaipur,B30,18-25,Female,4.1,Cheque,Verified
18908,INV000566,20241024,101207,SIP,50931.0,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Mandate,Verified
18909,INV000683,20241024,100033,SIP,10255.0,Maharashtra,Mumbai,T30,26-35,Female,17.4,Net Banking,Verified
18910,INV004526,20241024,101207,SIP,2690.0,West Bengal,Kolkata,T30,36-45,Male,19.9,UPI,Verified
18911,INV000824,20241024,120844,Redemption,194983.0,Haryana,Gurugram,T30,36-45,Male,53.9,Cheque,Verified
18912,INV000296,20241024,149324,SIP,16988.0,Madhya Pradesh,Indore,T30,26-35,Male,16.7,UPI,Verified
18913,INV001161,20241024,120843,Lumpsum,464883.0,Uttar Pradesh,Kanpur,B30,26-35,Male,13.4,UPI,Verified
18914,INV002151,20241024,119598,SIP,2163.0,Rajasthan,Jaipur,T30,26-35,Female,18.1,Mandate,Pending
18915,INV003896,20241024,101207,SIP,16560.0,Haryana,Faridabad,B30,56+,Female,14.3,Mandate,Verified
18916,INV000854,20241024,101206,SIP,24341.0,Karnataka,Bangalore,T30,46-55,Female,79.7,UPI,Pending
18917,INV003311,20241024,119120,SIP,2641.0,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,UPI,Verified
18918,INV002608,20241024,120504,SIP,1044.0,Uttar Pradesh,Agra,B30,36-45,Female,22.2,Cheque,Verified
18919,INV000564,20241024,101206,SIP,8944.0,Maharashtra,Nashik,B30,56+,Female,58.4,Mandate,Verified
18920,INV003800,20241024,102885,Lumpsum,542102.0,Madhya Pradesh,Bhopal,B30,26-35,Male,18.8,Mandate,Verified
18921,INV004437,20241024,118635,Lumpsum,466647.0,Telangana,Hyderabad,T30,26-35,Male,13.7,UPI,Verified
18922,INV001083,20241024,149323,SIP,970.0,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,Verified
18923,INV001412,20241024,119095,Lumpsum,239375.0,Punjab,Amritsar,B30,46-55,Female,73.4,Cheque,Verified
18924,INV002082,20241024,118635,SIP,7562.0,Telangana,Hyderabad,T30,36-45,Male,59.5,UPI,Verified
18925,INV003897,20241024,118635,SIP,6992.0,Tamil Nadu,Coimbatore,B30,26-35,Male,24.0,UPI,Verified
18926,INV003736,20241024,119095,Lumpsum,401723.0,Karnataka,Mysore,B30,18-25,Male,4.9,Mandate,Verified
18927,INV004607,20241024,118633,SIP,8447.0,Telangana,Hyderabad,T30,26-35,Female,7.0,Mandate,Verified
18928,INV002115,20241024,118632,Redemption,417019.0,Punjab,Chandigarh,T30,56+,Female,71.4,Net Banking,Verified
18929,INV001755,20241024,120507,Redemption,405331.0,Rajasthan,Udaipur,B30,36-45,Male,28.7,Cheque,Verified
18930,INV000730,20241024,125498,Redemption,38345.0,Maharashtra,Mumbai,T30,26-35,Male,19.5,Cheque,Pending
18931,INV003961,20241024,118633,Lumpsum,28774.0,Rajasthan,Udaipur,B30,46-55,Male,39.6,Net Banking,Verified
18932,INV000427,20241024,100025,Lumpsum,404236.0,Punjab,Amritsar,B30,56+,Female,18.6,UPI,Verified
18933,INV002072,20241024,119598,SIP,2603.0,Punjab,Chandigarh,T30,26-35,Female,15.2,Net Banking,Verified
18934,INV002074,20241024,100025,SIP,12248.0,Karnataka,Bangalore,T30,26-35,Female,6.1,Cheque,Verified
18935,INV003258,20241024,119551,SIP,7309.0,Rajasthan,Udaipur,B30,26-35,Male,14.7,UPI,Verified
18936,INV004450,20241024,119551,SIP,10923.0,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Net Banking,Verified
18937,INV004216,20241024,118632,SIP,418.0,Karnataka,Bangalore,T30,26-35,Male,8.3,Net Banking,Verified
18938,INV004033,20241024,148567,SIP,2053.0,West Bengal,Kolkata,T30,36-45,Male,56.1,Net Banking,Verified
18939,INV001432,20241024,120504,Lumpsum,423852.0,Uttar Pradesh,Lucknow,T30,36-45,Male,12.6,Cheque,Verified
18940,INV004316,20241024,120503,Redemption,310401.0,Karnataka,Bangalore,T30,46-55,Male,79.5,Mandate,Verified
18941,INV000292,20241024,101208,SIP,8376.0,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,UPI,Verified
18942,INV000066,20241024,148568,Lumpsum,97512.0,Haryana,Faridabad,B30,56+,Male,64.2,Mandate,Pending
18943,INV002788,20241024,101207,Lumpsum,543428.0,Uttar Pradesh,Agra,B30,26-35,Male,23.5,Mandate,Verified
18944,INV001008,20241024,149324,Redemption,368597.0,Rajasthan,Udaipur,B30,46-55,Male,85.8,Net Banking,Verified
18945,INV003429,20241024,119093,SIP,2422.0,Telangana,Hyderabad,T30,26-35,Male,16.0,UPI,Verified
18946,INV004999,20241024,119599,Redemption,70785.0,Telangana,Hyderabad,T30,26-35,Male,24.8,Mandate,Verified
18947,INV000551,20241024,119599,SIP,5910.0,Maharashtra,Nashik,B30,26-35,Female,13.2,Mandate,Verified
18948,INV000514,20241024,120844,SIP,12900.0,West Bengal,Kolkata,T30,36-45,Male,43.2,Mandate,Verified
